region,temp_metric,n_stations,n_valid_trends,mean_trend,median_trend,std_trend,sem_trend,min_trend,max_trend,n_significant,n_sig_positive,pct_sig_positive,ttest_statistic,ttest_pvalue,trend_different_from_zero
Northeast,avg,137,106,0.028472542764020593,0.02855365337483735,0.07433620460530517,0.007254470749703441,-0.290925299568591,0.1859040287551802,88,62,58.490566037735846,3.924827013078044,0.00015533317810390945,True
Southeast,avg,323,287,0.023566616147107002,0.0176315039912439,0.06092767489755899,0.003602728942571949,-0.1658535166547569,0.1905539318190927,226,149,51.91637630662021,6.541323680677196,2.8041569419932603e-10,True
Midwest,avg,323,275,0.015799097030116168,0.0123560375869525,0.05513035498563474,0.0033305465459957414,-0.1373208743557979,0.1740375089972981,207,136,49.45454545454545,4.743695009790855,3.3811656284456204e-06,True
South,avg,89,58,0.007021044582139895,0.01132992469130465,0.07389486183679145,0.00978761355236811,-0.1953945063689889,0.1821630340008664,42,24,41.37931034482759,0.7173397830404893,0.47609398498473765,False
Southwest,avg,134,90,0.012201719008779473,0.0133218858530182,0.08506401542806306,0.009016767601857514,-0.2454601786812258,0.2397750520033615,71,40,44.44444444444444,1.3532254071032992,0.17941090246187322,False
Northwest,avg,178,106,0.02195730868877259,0.01591845923222225,0.07363375302698466,0.007185918495050861,-0.1844944342121817,0.2419987033854652,83,53,50.0,3.0556022454047027,0.0028478409805153936,True
West,avg,33,26,0.007000545867524118,-0.00268273358090865,0.09711240293603164,0.019422480587206328,-0.1849130543887198,0.2541858901020267,22,12,46.15384615384615,0.36043520991522615,0.7215492339200159,False
